this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 8395 Fri Nov  9 13:40:36 2018 
this is log msg 8396 Fri Nov  9 13:40:36 2018 
this is log msg 8397 Fri Nov  9 13:40:36 2018 
this is log msg 8398 Fri Nov  9 13:40:36 2018 
this is log msg 8399 Fri Nov  9 13:40:36 2018 
this is log msg 8400 Fri Nov  9 13:40:37 2018 
this is log msg 8401 Fri Nov  9 13:40:37 2018 
this is log msg 8402 Fri Nov  9 13:40:37 2018 
this is log msg 8403 Fri Nov  9 13:40:37 2018 
this is log msg 8404 Fri Nov  9 13:40:37 2018 
this is log msg 8405 Fri Nov  9 13:40:37 2018 
this is log msg 8406 Fri Nov  9 13:40:37 2018 
this is log msg 8407 Fri Nov  9 13:40:37 2018 
this is log msg 8408 Fri Nov  9 13:40:37 2018 
this is log msg 8409 Fri Nov  9 13:40:38 2018 
this is log msg 8410 Fri Nov  9 13:40:38 2018 
this is log msg 8411 Fri Nov  9 13:40:38 2018 
this is log msg 8412 Fri Nov  9 13:40:38 2018 
this is log msg 8413 Fri Nov  9 13:40:38 2018 
this is log msg 8414 Fri Nov  9 13:40:38 2018 
this is log msg 8415 Fri Nov  9 13:40:38 2018 
this is log msg 8416 Fri Nov  9 13:40:38 2018 
this is log msg 8417 Fri Nov  9 13:40:38 2018 
this is log msg 8418 Fri Nov  9 13:40:39 2018 
this is log msg 8419 Fri Nov  9 13:40:39 2018 
this is log msg 8420 Fri Nov  9 13:40:39 2018 
this is log msg 8421 Fri Nov  9 13:40:39 2018 
this is log msg 8422 Fri Nov  9 13:40:39 2018 
this is log msg 8423 Fri Nov  9 13:40:39 2018 
this is log msg 8424 Fri Nov  9 13:40:39 2018 
this is log msg 8425 Fri Nov  9 13:40:39 2018 
this is log msg 8426 Fri Nov  9 13:40:39 2018 
this is log msg 8427 Fri Nov  9 13:40:39 2018 
this is log msg 8428 Fri Nov  9 13:40:40 2018 
this is log msg 8429 Fri Nov  9 13:40:40 2018 
this is log msg 8430 Fri Nov  9 13:40:40 2018 
this is log msg 8431 Fri Nov  9 13:40:40 2018 
this is log msg 8432 Fri Nov  9 13:40:40 2018 
this is log msg 8433 Fri Nov  9 13:40:40 2018 
this is log msg 8434 Fri Nov  9 13:40:40 2018 
this is log msg 8435 Fri Nov  9 13:40:40 2018 
this is log msg 8436 Fri Nov  9 13:40:40 2018 
this is log msg 8437 Fri Nov  9 13:40:40 2018 
this is log msg 8438 Fri Nov  9 13:40:41 2018 
this is log msg 8439 Fri Nov  9 13:40:41 2018 
this is log msg 8440 Fri Nov  9 13:40:41 2018 
this is log msg 8441 Fri Nov  9 13:40:41 2018 
this is log msg 8442 Fri Nov  9 13:40:41 2018 
this is log msg 8443 Fri Nov  9 13:40:41 2018 
this is log msg 8444 Fri Nov  9 13:40:41 2018 
this is log msg 8445 Fri Nov  9 13:40:41 2018 
this is log msg 8446 Fri Nov  9 13:40:41 2018 
this is log msg 8447 Fri Nov  9 13:40:42 2018 
this is log msg 8448 Fri Nov  9 13:40:42 2018 
this is log msg 8449 Fri Nov  9 13:40:42 2018 
this is log msg 8450 Fri Nov  9 13:40:42 2018 
this is log msg 8451 Fri Nov  9 13:40:42 2018 
this is log msg 8452 Fri Nov  9 13:40:42 2018 
this is log msg 8453 Fri Nov  9 13:40:42 2018 
this is log msg 8454 Fri Nov  9 13:40:42 2018 
this is log msg 8455 Fri Nov  9 13:40:42 2018 
this is log msg 8456 Fri Nov  9 13:40:43 2018 
this is log msg 8457 Fri Nov  9 13:40:43 2018 
this is log msg 8458 Fri Nov  9 13:40:43 2018 
this is log msg 8459 Fri Nov  9 13:40:43 2018 
this is log msg 8460 Fri Nov  9 13:40:43 2018 
this is log msg 8461 Fri Nov  9 13:40:43 2018 
this is log msg 8462 Fri Nov  9 13:40:43 2018 
this is log msg 8463 Fri Nov  9 13:40:43 2018 
this is log msg 8464 Fri Nov  9 13:40:43 2018 
this is log msg 8465 Fri Nov  9 13:40:44 2018 
this is log msg 8466 Fri Nov  9 13:40:44 2018 
this is log msg 8467 Fri Nov  9 13:40:44 2018 
this is log msg 8468 Fri Nov  9 13:40:44 2018 
this is log msg 8469 Fri Nov  9 13:40:44 2018 
this is log msg 8470 Fri Nov  9 13:40:44 2018 
this is log msg 8471 Fri Nov  9 13:40:44 2018 
this is log msg 8472 Fri Nov  9 13:40:44 2018 
this is log msg 8473 Fri Nov  9 13:40:44 2018 
this is log msg 8474 Fri Nov  9 13:40:44 2018 
this is log msg 8475 Fri Nov  9 13:40:45 2018 
this is log msg 8476 Fri Nov  9 13:40:45 2018 
this is log msg 8477 Fri Nov  9 13:40:45 2018 
this is log msg 8478 Fri Nov  9 13:40:45 2018 
this is log msg 8479 Fri Nov  9 13:40:45 2018 
this is log msg 8480 Fri Nov  9 13:40:45 2018 
this is log msg 8481 Fri Nov  9 13:40:45 2018 
this is log msg 8482 Fri Nov  9 13:40:45 2018 
this is log msg 8483 Fri Nov  9 13:40:45 2018 
this is log msg 8484 Fri Nov  9 13:40:46 2018 
this is log msg 8485 Fri Nov  9 13:40:46 2018 
this is log msg 8486 Fri Nov  9 13:40:46 2018 
this is log msg 8487 Fri Nov  9 13:40:46 2018 
this is log msg 8488 Fri Nov  9 13:40:46 2018 
this is log msg 8489 Fri Nov  9 13:40:46 2018 
this is log msg 8490 Fri Nov  9 13:40:46 2018 
this is log msg 8491 Fri Nov  9 13:40:46 2018 
this is log msg 8492 Fri Nov  9 13:40:46 2018 
this is log msg 8493 Fri Nov  9 13:40:46 2018 
this is log msg 8494 Fri Nov  9 13:40:47 2018 
this is log msg 8495 Fri Nov  9 13:40:47 2018 
this is log msg 8496 Fri Nov  9 13:40:47 2018 
this is log msg 8497 Fri Nov  9 13:40:47 2018 
this is log msg 8498 Fri Nov  9 13:40:47 2018 
this is log msg 8499 Fri Nov  9 13:40:47 2018 
this is log msg 8500 Fri Nov  9 13:40:47 2018 
this is log msg 8501 Fri Nov  9 13:40:47 2018 
this is log msg 8502 Fri Nov  9 13:40:47 2018 
this is log msg 8503 Fri Nov  9 13:40:48 2018 
this is log msg 8504 Fri Nov  9 13:40:48 2018 
this is log msg 8505 Fri Nov  9 13:40:48 2018 
this is log msg 8506 Fri Nov  9 13:40:48 2018 
this is log msg 8507 Fri Nov  9 13:40:48 2018 
this is log msg 8508 Fri Nov  9 13:40:48 2018 
this is log msg 8509 Fri Nov  9 13:40:48 2018 
this is log msg 8510 Fri Nov  9 13:40:48 2018 
this is log msg 8511 Fri Nov  9 13:40:48 2018 
this is log msg 8512 Fri Nov  9 13:40:49 2018 
this is log msg 8513 Fri Nov  9 13:40:49 2018 
this is log msg 8514 Fri Nov  9 13:40:49 2018 
this is log msg 8515 Fri Nov  9 13:40:49 2018 
this is log msg 8516 Fri Nov  9 13:40:49 2018 
this is log msg 8517 Fri Nov  9 13:40:49 2018 
this is log msg 8518 Fri Nov  9 13:40:49 2018 
this is log msg 8519 Fri Nov  9 13:40:49 2018 
this is log msg 8520 Fri Nov  9 13:40:49 2018 
this is log msg 8521 Fri Nov  9 13:40:49 2018 
this is log msg 8522 Fri Nov  9 13:40:50 2018 
this is log msg 8523 Fri Nov  9 13:40:50 2018 
this is log msg 8524 Fri Nov  9 13:40:50 2018 
this is log msg 8525 Fri Nov  9 13:40:50 2018 
this is log msg 8526 Fri Nov  9 13:40:50 2018 
this is log msg 8527 Fri Nov  9 13:40:50 2018 
this is log msg 8528 Fri Nov  9 13:40:50 2018 
this is log msg 8529 Fri Nov  9 13:40:50 2018 
this is log msg 8530 Fri Nov  9 13:40:50 2018 
this is log msg 8531 Fri Nov  9 13:40:51 2018 
this is log msg 8532 Fri Nov  9 13:40:51 2018 
this is log msg 8533 Fri Nov  9 13:40:51 2018 
this is log msg 8534 Fri Nov  9 13:40:51 2018 
this is log msg 8535 Fri Nov  9 13:40:51 2018 
this is log msg 8536 Fri Nov  9 13:40:51 2018 
this is log msg 8537 Fri Nov  9 13:40:51 2018 
this is log msg 8538 Fri Nov  9 13:40:51 2018 
this is log msg 8539 Fri Nov  9 13:40:51 2018 
this is log msg 8540 Fri Nov  9 13:40:52 2018 
this is log msg 8541 Fri Nov  9 13:40:52 2018 
this is log msg 8542 Fri Nov  9 13:40:52 2018 
this is log msg 8543 Fri Nov  9 13:40:52 2018 
this is log msg 8544 Fri Nov  9 13:40:52 2018 
this is log msg 8545 Fri Nov  9 13:40:52 2018 
this is log msg 8546 Fri Nov  9 13:40:52 2018 
this is log msg 8547 Fri Nov  9 13:40:52 2018 
this is log msg 8548 Fri Nov  9 13:40:52 2018 
this is log msg 8549 Fri Nov  9 13:40:52 2018 
this is log msg 8550 Fri Nov  9 13:40:53 2018 
this is log msg 8551 Fri Nov  9 13:40:53 2018 
this is log msg 8552 Fri Nov  9 13:40:53 2018 
this is log msg 8553 Fri Nov  9 13:40:53 2018 
this is log msg 8554 Fri Nov  9 13:40:53 2018 
this is log msg 8555 Fri Nov  9 13:40:53 2018 
this is log msg 8556 Fri Nov  9 13:40:53 2018 
this is log msg 8557 Fri Nov  9 13:40:53 2018 
this is log msg 8558 Fri Nov  9 13:40:53 2018 
this is log msg 8559 Fri Nov  9 13:40:54 2018 
this is log msg 8560 Fri Nov  9 13:40:54 2018 
this is log msg 8561 Fri Nov  9 13:40:54 2018 
this is log msg 8562 Fri Nov  9 13:40:54 2018 
this is log msg 8563 Fri Nov  9 13:40:54 2018 
this is log msg 8564 Fri Nov  9 13:40:54 2018 
this is log msg 8565 Fri Nov  9 13:40:54 2018 
this is log msg 8566 Fri Nov  9 13:40:54 2018 
this is log msg 8567 Fri Nov  9 13:40:54 2018 
this is log msg 8568 Fri Nov  9 13:40:55 2018 
this is log msg 8569 Fri Nov  9 13:40:55 2018 
this is log msg 8570 Fri Nov  9 13:40:55 2018 
this is log msg 8571 Fri Nov  9 13:40:55 2018 
this is log msg 8572 Fri Nov  9 13:40:55 2018 
this is log msg 8573 Fri Nov  9 13:40:55 2018 
this is log msg 8574 Fri Nov  9 13:40:55 2018 
this is log msg 8575 Fri Nov  9 13:40:55 2018 
this is log msg 8576 Fri Nov  9 13:40:55 2018 
this is log msg 8577 Fri Nov  9 13:40:55 2018 
this is log msg 8578 Fri Nov  9 13:40:56 2018 
this is log msg 8579 Fri Nov  9 13:40:56 2018 
this is log msg 8580 Fri Nov  9 13:40:56 2018 
this is log msg 8581 Fri Nov  9 13:40:56 2018 
this is log msg 8582 Fri Nov  9 13:40:56 2018 
this is log msg 8583 Fri Nov  9 13:40:56 2018 
this is log msg 8584 Fri Nov  9 13:40:56 2018 
this is log msg 8585 Fri Nov  9 13:40:56 2018 
this is log msg 8586 Fri Nov  9 13:40:56 2018 
this is log msg 8587 Fri Nov  9 13:40:57 2018 
this is log msg 8588 Fri Nov  9 13:40:57 2018 
this is log msg 8589 Fri Nov  9 13:40:57 2018 
this is log msg 8590 Fri Nov  9 13:40:57 2018 
this is log msg 8591 Fri Nov  9 13:40:57 2018 
this is log msg 8592 Fri Nov  9 13:40:57 2018 
this is log msg 8593 Fri Nov  9 13:40:57 2018 
this is log msg 8594 Fri Nov  9 13:40:57 2018 
this is log msg 8595 Fri Nov  9 13:40:57 2018 
this is log msg 8596 Fri Nov  9 13:40:58 2018 
this is log msg 8597 Fri Nov  9 13:40:58 2018 
this is log msg 8598 Fri Nov  9 13:40:58 2018 
this is log msg 8599 Fri Nov  9 13:40:58 2018 
this is log msg 8600 Fri Nov  9 13:40:58 2018 
this is log msg 8601 Fri Nov  9 13:40:58 2018 
this is log msg 8602 Fri Nov  9 13:40:58 2018 
this is log msg 8603 Fri Nov  9 13:40:58 2018 
this is log msg 8604 Fri Nov  9 13:40:58 2018 
this is log msg 8605 Fri Nov  9 13:40:58 2018 
this is log msg 8606 Fri Nov  9 13:40:59 2018 
this is log msg 8607 Fri Nov  9 13:40:59 2018 
this is log msg 8608 Fri Nov  9 13:40:59 2018 
this is log msg 8609 Fri Nov  9 13:40:59 2018 
this is log msg 8610 Fri Nov  9 13:40:59 2018 
this is log msg 8611 Fri Nov  9 13:40:59 2018 
this is log msg 8612 Fri Nov  9 13:40:59 2018 
this is log msg 8613 Fri Nov  9 13:40:59 2018 
this is log msg 8614 Fri Nov  9 13:40:59 2018 
this is log msg 8615 Fri Nov  9 13:41:00 2018 
this is log msg 8616 Fri Nov  9 13:41:00 2018 
this is log msg 8617 Fri Nov  9 13:41:00 2018 
this is log msg 8618 Fri Nov  9 13:41:00 2018 
this is log msg 8619 Fri Nov  9 13:41:00 2018 
this is log msg 8620 Fri Nov  9 13:41:00 2018 
this is log msg 8621 Fri Nov  9 13:41:00 2018 
this is log msg 8622 Fri Nov  9 13:41:00 2018 
this is log msg 8623 Fri Nov  9 13:41:00 2018 
this is log msg 8624 Fri Nov  9 13:41:01 2018 
this is log msg 8625 Fri Nov  9 13:41:01 2018 
this is log msg 8626 Fri Nov  9 13:41:01 2018 
this is log msg 8627 Fri Nov  9 13:41:01 2018 
this is log msg 8628 Fri Nov  9 13:41:01 2018 
this is log msg 8629 Fri Nov  9 13:41:01 2018 
this is log msg 8630 Fri Nov  9 13:41:01 2018 
this is log msg 8631 Fri Nov  9 13:41:01 2018 
this is log msg 8632 Fri Nov  9 13:41:01 2018 
this is log msg 8633 Fri Nov  9 13:41:01 2018 
this is log msg 8634 Fri Nov  9 13:41:02 2018 
this is log msg 8635 Fri Nov  9 13:41:02 2018 
this is log msg 8636 Fri Nov  9 13:41:02 2018 
this is log msg 8637 Fri Nov  9 13:41:02 2018 
this is log msg 8638 Fri Nov  9 13:41:02 2018 
this is log msg 8639 Fri Nov  9 13:41:02 2018 
this is log msg 8640 Fri Nov  9 13:41:02 2018 
this is log msg 8641 Fri Nov  9 13:41:02 2018 
this is log msg 8642 Fri Nov  9 13:41:02 2018 
this is log msg 8643 Fri Nov  9 13:41:03 2018 
this is log msg 8644 Fri Nov  9 13:41:03 2018 
this is log msg 8645 Fri Nov  9 13:41:03 2018 
this is log msg 8646 Fri Nov  9 13:41:03 2018 
this is log msg 8647 Fri Nov  9 13:41:03 2018 
this is log msg 8648 Fri Nov  9 13:41:03 2018 
this is log msg 8649 Fri Nov  9 13:41:03 2018 
this is log msg 8650 Fri Nov  9 13:41:03 2018 
this is log msg 8651 Fri Nov  9 13:41:03 2018 
this is log msg 8652 Fri Nov  9 13:41:03 2018 
this is log msg 8653 Fri Nov  9 13:41:04 2018 
this is log msg 8654 Fri Nov  9 13:41:04 2018 
this is log msg 8655 Fri Nov  9 13:41:04 2018 
this is log msg 8656 Fri Nov  9 13:41:04 2018 
this is log msg 8657 Fri Nov  9 13:41:04 2018 
this is log msg 8658 Fri Nov  9 13:41:04 2018 
this is log msg 8659 Fri Nov  9 13:41:04 2018 
this is log msg 8660 Fri Nov  9 13:41:04 2018 
this is log msg 8661 Fri Nov  9 13:41:04 2018 
this is log msg 8662 Fri Nov  9 13:41:05 2018 
this is log msg 8663 Fri Nov  9 13:41:05 2018 
this is log msg 8664 Fri Nov  9 13:41:05 2018 
this is log msg 8665 Fri Nov  9 13:41:05 2018 
this is log msg 8666 Fri Nov  9 13:41:05 2018 
this is log msg 8667 Fri Nov  9 13:41:05 2018 
this is log msg 8668 Fri Nov  9 13:41:05 2018 
this is log msg 8669 Fri Nov  9 13:41:05 2018 
this is log msg 8670 Fri Nov  9 13:41:05 2018 
this is log msg 8671 Fri Nov  9 13:41:06 2018 
this is log msg 8672 Fri Nov  9 13:41:06 2018 
this is log msg 8673 Fri Nov  9 13:41:06 2018 
this is log msg 8674 Fri Nov  9 13:41:06 2018 
this is log msg 8675 Fri Nov  9 13:41:06 2018 
this is log msg 8676 Fri Nov  9 13:41:06 2018 
this is log msg 8677 Fri Nov  9 13:41:06 2018 
this is log msg 8678 Fri Nov  9 13:41:06 2018 
this is log msg 8679 Fri Nov  9 13:41:06 2018 
this is log msg 8680 Fri Nov  9 13:41:06 2018 
this is log msg 8681 Fri Nov  9 13:41:07 2018 
this is log msg 8682 Fri Nov  9 13:41:07 2018 
this is log msg 8683 Fri Nov  9 13:41:07 2018 
this is log msg 8684 Fri Nov  9 13:41:07 2018 
this is log msg 8685 Fri Nov  9 13:41:07 2018 
this is log msg 8686 Fri Nov  9 13:41:07 2018 
this is log msg 8687 Fri Nov  9 13:41:07 2018 
this is log msg 8688 Fri Nov  9 13:41:07 2018 
this is log msg 8689 Fri Nov  9 13:41:07 2018 
this is log msg 8690 Fri Nov  9 13:41:08 2018 
this is log msg 8691 Fri Nov  9 13:41:08 2018 
this is log msg 8692 Fri Nov  9 13:41:08 2018 
this is log msg 8693 Fri Nov  9 13:41:08 2018 
this is log msg 8694 Fri Nov  9 13:41:08 2018 
this is log msg 8695 Fri Nov  9 13:41:08 2018 
this is log msg 8696 Fri Nov  9 13:41:08 2018 
this is log msg 8697 Fri Nov  9 13:41:08 2018 
this is log msg 8698 Fri Nov  9 13:41:08 2018 
this is log msg 8699 Fri Nov  9 13:41:08 2018 
this is log msg 8700 Fri Nov  9 13:41:09 2018 
this is log msg 8701 Fri Nov  9 13:41:09 2018 
this is log msg 8702 Fri Nov  9 13:41:09 2018 
this is log msg 8703 Fri Nov  9 13:41:09 2018 
this is log msg 8704 Fri Nov  9 13:41:09 2018 
this is log msg 8705 Fri Nov  9 13:41:09 2018 
this is log msg 8706 Fri Nov  9 13:41:09 2018 
this is log msg 8707 Fri Nov  9 13:41:09 2018 
this is log msg 8708 Fri Nov  9 13:41:09 2018 
this is log msg 8709 Fri Nov  9 13:41:10 2018 
this is log msg 8710 Fri Nov  9 13:41:10 2018 
this is log msg 8711 Fri Nov  9 13:41:10 2018 
this is log msg 8712 Fri Nov  9 13:41:10 2018 
this is log msg 8713 Fri Nov  9 13:41:10 2018 
this is log msg 8714 Fri Nov  9 13:41:10 2018 
this is log msg 8715 Fri Nov  9 13:41:10 2018 
this is log msg 8716 Fri Nov  9 13:41:10 2018 
this is log msg 8717 Fri Nov  9 13:41:10 2018 
this is log msg 8718 Fri Nov  9 13:41:11 2018 
this is log msg 8719 Fri Nov  9 13:41:11 2018 
this is log msg 8720 Fri Nov  9 13:41:11 2018 
this is log msg 8721 Fri Nov  9 13:41:11 2018 
this is log msg 8722 Fri Nov  9 13:41:11 2018 
this is log msg 8723 Fri Nov  9 13:41:11 2018 
this is log msg 8724 Fri Nov  9 13:41:11 2018 
this is log msg 8725 Fri Nov  9 13:41:11 2018 
this is log msg 8726 Fri Nov  9 13:41:11 2018 
this is log msg 8727 Fri Nov  9 13:41:11 2018 
this is log msg 8728 Fri Nov  9 13:41:12 2018 
this is log msg 8729 Fri Nov  9 13:41:12 2018 
this is log msg 8730 Fri Nov  9 13:41:12 2018 
this is log msg 8731 Fri Nov  9 13:41:12 2018 
this is log msg 8732 Fri Nov  9 13:41:12 2018 
this is log msg 8733 Fri Nov  9 13:41:12 2018 
this is log msg 8734 Fri Nov  9 13:41:12 2018 
this is log msg 8735 Fri Nov  9 13:41:12 2018 
this is log msg 8736 Fri Nov  9 13:41:12 2018 
this is log msg 8737 Fri Nov  9 13:41:13 2018 
this is log msg 8738 Fri Nov  9 13:41:13 2018 
this is log msg 8739 Fri Nov  9 13:41:13 2018 
this is log msg 8740 Fri Nov  9 13:41:13 2018 
this is log msg 8741 Fri Nov  9 13:41:13 2018 
this is log msg 8742 Fri Nov  9 13:41:13 2018 
this is log msg 8743 Fri Nov  9 13:41:13 2018 
this is log msg 8744 Fri Nov  9 13:41:13 2018 
this is log msg 8745 Fri Nov  9 13:41:13 2018 
this is log msg 8746 Fri Nov  9 13:41:13 2018 
this is log msg 8747 Fri Nov  9 13:41:14 2018 
this is log msg 8748 Fri Nov  9 13:41:14 2018 
this is log msg 8749 Fri Nov  9 13:41:14 2018 
this is log msg 8750 Fri Nov  9 13:41:14 2018 
this is log msg 8751 Fri Nov  9 13:41:14 2018 
this is log msg 8752 Fri Nov  9 13:41:14 2018 
this is log msg 8753 Fri Nov  9 13:41:14 2018 
this is log msg 8754 Fri Nov  9 13:41:14 2018 
this is log msg 8755 Fri Nov  9 13:41:14 2018 
this is log msg 8756 Fri Nov  9 13:41:15 2018 
this is log msg 8757 Fri Nov  9 13:41:15 2018 
this is log msg 8758 Fri Nov  9 13:41:15 2018 
this is log msg 8759 Fri Nov  9 13:41:15 2018 
this is log msg 8760 Fri Nov  9 13:41:15 2018 
this is log msg 8761 Fri Nov  9 13:41:15 2018 
this is log msg 8762 Fri Nov  9 13:41:15 2018 
this is log msg 8763 Fri Nov  9 13:41:15 2018 
this is log msg 8764 Fri Nov  9 13:41:15 2018 
this is log msg 8765 Fri Nov  9 13:41:15 2018 
this is log msg 8766 Fri Nov  9 13:41:16 2018 
this is log msg 8767 Fri Nov  9 13:41:16 2018 
this is log msg 8768 Fri Nov  9 13:41:16 2018 
this is log msg 8769 Fri Nov  9 13:41:16 2018 
this is log msg 8770 Fri Nov  9 13:41:16 2018 
this is log msg 8771 Fri Nov  9 13:41:16 2018 
this is log msg 8772 Fri Nov  9 13:41:16 2018 
this is log msg 8773 Fri Nov  9 13:41:16 2018 
this is log msg 8774 Fri Nov  9 13:41:16 2018 
this is log msg 8775 Fri Nov  9 13:41:17 2018 
this is log msg 8776 Fri Nov  9 13:41:17 2018 
this is log msg 8777 Fri Nov  9 13:41:17 2018 
this is log msg 8778 Fri Nov  9 13:41:17 2018 
this is log msg 8779 Fri Nov  9 13:41:17 2018 
this is log msg 8780 Fri Nov  9 13:41:17 2018 
this is log msg 8781 Fri Nov  9 13:41:17 2018 
this is log msg 8782 Fri Nov  9 13:41:17 2018 
this is log msg 8783 Fri Nov  9 13:41:17 2018 
this is log msg 8784 Fri Nov  9 13:41:18 2018 
this is log msg 8785 Fri Nov  9 13:41:18 2018 
this is log msg 8786 Fri Nov  9 13:41:18 2018 
this is log msg 8787 Fri Nov  9 13:41:18 2018 
this is log msg 8788 Fri Nov  9 13:41:18 2018 
this is log msg 8789 Fri Nov  9 13:41:18 2018 
this is log msg 8790 Fri Nov  9 13:41:18 2018 
this is log msg 8791 Fri Nov  9 13:41:18 2018 
this is log msg 8792 Fri Nov  9 13:41:18 2018 
this is log msg 8793 Fri Nov  9 13:41:18 2018 
this is log msg 8794 Fri Nov  9 13:41:19 2018 
this is log msg 8795 Fri Nov  9 13:41:19 2018 
this is log msg 8796 Fri Nov  9 13:41:19 2018 
this is log msg 8797 Fri Nov  9 13:41:19 2018 
this is log msg 8798 Fri Nov  9 13:41:19 2018 
this is log msg 8799 Fri Nov  9 13:41:19 2018 
this is log msg 8800 Fri Nov  9 13:41:19 2018 
this is log msg 8801 Fri Nov  9 13:41:19 2018 
this is log msg 8802 Fri Nov  9 13:41:19 2018 
this is log msg 8803 Fri Nov  9 13:41:20 2018 
this is log msg 8804 Fri Nov  9 13:41:20 2018 
this is log msg 8805 Fri Nov  9 13:41:20 2018 
this is log msg 8806 Fri Nov  9 13:41:20 2018 
this is log msg 8807 Fri Nov  9 13:41:20 2018 
this is log msg 8808 Fri Nov  9 13:41:20 2018 
this is log msg 8809 Fri Nov  9 13:41:20 2018 
this is log msg 8810 Fri Nov  9 13:41:20 2018 
this is log msg 8811 Fri Nov  9 13:41:20 2018 
this is log msg 8812 Fri Nov  9 13:41:20 2018 
this is log msg 8813 Fri Nov  9 13:41:21 2018 
this is log msg 8814 Fri Nov  9 13:41:21 2018 
this is log msg 8815 Fri Nov  9 13:41:21 2018 
this is log msg 8816 Fri Nov  9 13:41:21 2018 
this is log msg 8817 Fri Nov  9 13:41:21 2018 
this is log msg 8818 Fri Nov  9 13:41:21 2018 
this is log msg 8819 Fri Nov  9 13:41:21 2018 
this is log msg 8820 Fri Nov  9 13:41:21 2018 
this is log msg 8821 Fri Nov  9 13:41:21 2018 
this is log msg 8822 Fri Nov  9 13:41:22 2018 
this is log msg 8823 Fri Nov  9 13:41:22 2018 
this is log msg 8824 Fri Nov  9 13:41:22 2018 
this is log msg 8825 Fri Nov  9 13:41:22 2018 
this is log msg 8826 Fri Nov  9 13:41:22 2018 
this is log msg 8827 Fri Nov  9 13:41:22 2018 
this is log msg 8828 Fri Nov  9 13:41:22 2018 
this is log msg 8829 Fri Nov  9 13:41:22 2018 
this is log msg 8830 Fri Nov  9 13:41:22 2018 
this is log msg 8831 Fri Nov  9 13:41:22 2018 
this is log msg 8832 Fri Nov  9 13:41:23 2018 
this is log msg 8833 Fri Nov  9 13:41:23 2018 
this is log msg 8834 Fri Nov  9 13:41:23 2018 
this is log msg 8835 Fri Nov  9 13:41:23 2018 
this is log msg 8836 Fri Nov  9 13:41:23 2018 
this is log msg 8837 Fri Nov  9 13:41:23 2018 
this is log msg 8838 Fri Nov  9 13:41:23 2018 
this is log msg 8839 Fri Nov  9 13:41:23 2018 
this is log msg 8840 Fri Nov  9 13:41:23 2018 
this is log msg 8841 Fri Nov  9 13:41:24 2018 
this is log msg 8842 Fri Nov  9 13:41:24 2018 
this is log msg 8843 Fri Nov  9 13:41:24 2018 
this is log msg 8844 Fri Nov  9 13:41:24 2018 
this is log msg 8845 Fri Nov  9 13:41:24 2018 
this is log msg 8846 Fri Nov  9 13:41:24 2018 
this is log msg 8847 Fri Nov  9 13:41:24 2018 
this is log msg 8848 Fri Nov  9 13:41:24 2018 
this is log msg 8849 Fri Nov  9 13:41:24 2018 
this is log msg 8850 Fri Nov  9 13:41:24 2018 
this is log msg 8851 Fri Nov  9 13:41:25 2018 
this is log msg 8852 Fri Nov  9 13:41:25 2018 
this is log msg 8853 Fri Nov  9 13:41:25 2018 
